Número de artículo,Identificador del producto,Nombre,Nombre de visualización del código de barras,Variación,Cantidad Unidad Cantidad,Categoría,ID del proveedor,Permitir anulación de precio independientemente de los permisos,Deshabilitar reglas de precios,Solo permite que los artículos se vendan en números enteros,Vendido en una serie,Cantidad de la serie,Número de días que la serie debe usarse dentro de,¿Está el código de barras,Inactivo,Cantidad predeterminada al vender o recibir,Costo,Precio de venta,Precio promocional,Fecha de inicio de la promoción,Fecha de finalización de la promoción,DETAL,MAYORISTA,"El precio incluye impuesto,",Es un servicio,Es favorito,Cantidad,Mínimo de productos,Nivel de Reposición,Descripción,descripción larga,Ventana emergente de información al agregar a la venta,Peso,Unidad de peso,Longitud,Ancho,Altura,Permitir descripción alterna,El artículo cuenta con un número de serie,Comisión,¿Porciento de comisión basado en ganancia?,Grupo de impuestos,Etiquetas,Días de vencimiento,Precio modificable mientras se realiza la venta,Fabricante,Ubicación en tienda,Artículo es de comercio electrónico,Id del artículo
104501,PF27,PINTURA T.1 PROQUIMITEC VERDE FLUORESCENTE- CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,y,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4497
104500,PF26,PINTURA T.1 PROQUIMITEC AZUL FLUORESCENTE- CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,y,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4496
104499,PF25,PINTURA T.1 PROQUIMITEC NARANJA FLUORESCENTE- CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,y,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4495
104498,PF24,PINTURA T.1 PROQUIMITEC ROSA FLUORESCENTE- CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,y,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4494
104497,PF23,PINTURA T.1 PROQUIMITEC AMARILLO FLUORESCENTE- CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,y,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4493
104496,PF22,PINTURA T.1 PROQUIMITEC NARANJA FRESCA-CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4492
104495,PF21,PINTURA T.1 PROQUIMITEC AMARILLO -CUÑETE,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,153539.0,172000,,,,,,y,,n,1.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4491
104494,PF20,PINTURA T.1 PROQUIMITEC AZUL REY-CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,152000.0,172000,,,,,,y,,n,2.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4490
104493,PF19,PINTURA T.1 PROQUIMITEC MANDARINA-CUÑETE,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,152000.0,172000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4489
104492,PF18,PINTURA T.1 PROQUIMITEC VERDE FLUORESCENTE- GALON,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,60000.0,80000,,,,,,y,,n,20.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4488
104491,PF17,PINTURA T.1 PROQUIMITEC AZUL FLUORESCENTE- GALON,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,60000.0,80000,,,,,,y,,n,26.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4487
104490,PF16,PINTURA T.1 PROQUIMITEC NARANJA FLUORESCENTE- GALON,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,60000.0,80000,,,,,,y,,n,24.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4486
104489,PF15,PINTURA T.1 PROQUIMITEC ROSA FLUORESCENTE- GALON,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,60000.0,80000,,,,,,y,,n,24.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4485
104488,PF14,PINTURA T.1 PROQUIMITEC AMARILLO FLUORESCENTE- GALON,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,60000.0,80000,,,,,,y,,n,24.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4484
104487,PF13,PINTURA T.1 PROQUIMITEC NARANJA FRESCA - GALON,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,32617.0,38500,,,,,,y,,n,2.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4483
104486,PF12,PINTURA T.1 PROQUIMITEC AMARILLO - GALON,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,32617.0,38500,,,,,,y,,n,19.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4482
104485,PF11,PINTURA T.1 PROQUIMITEC AZUL REY-GALON,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,32617.0,38500,,,,,,y,,n,23.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4481
104484,PF10,PINTURA T.1 PROQUIMITEC MANDARINA-GALON,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,32617.0,38500,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4480
104483,PF09,PINTURA T.1 PROQUIMITEC VERDE FLUORESCENTE- 1/4,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,10500.0,25000,,,,,,y,,n,16.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4479
104482,PF08,PINTURA T.1 PROQUIMITEC AZUL FLUORESCENTE- 1/4,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,10500.0,25000,,,,,,y,,n,16.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4478
104481,PF07,PINTURA T.1 PROQUIMITEC NARANJA FLUORESCENTE- 1/4,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,y,,10500.0,20000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4477
104480,PF06,PINTURA T.1 PROQUIMITEC ROSA FLUORESCENTE- 1/4,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,10500.0,25000,,,,,,y,,n,7.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4476
104479,PF05,PINTURA T.1 PROQUIMITEC AMARILLO FLUORESCENTE- 1/4,,,,PINTURAS,PROQUIMITEC  PINTURAS,,,,,,,y,,,10500.0,25000,,,,,,y,,n,16.0,,,,,,,,,,,,,,,,"PINTURA T.1,FLUORESCENTE",,,,CASA VERDE,y,4475
104478,PF04,PINTURA T.1 PROQUIMITEC NARANJA FRESCA- 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,9.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4474
104477,PF03,PINTURA T.1 PROQUIMITEC AMARILLO - 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,23.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4473
104476,PF02,PINTURA T.1 PROQUIMITEC AZUL REY-1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,32.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4472
104475,PF01,PINTURA T.1 PROQUIMITEC MANDARINA- 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,7.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4471
104507,33641B,CAUCHO OLLA EXPRESS BLANCO SILICONADO,,,,HOGAR-CONSTRUCCION,SERVI  OSTER,,,,,,,y,,,1100.0,1550,,,,,,y,,n,88.0,,,,,,,,,,,,,,,,"OLLA EXPRES,OLLAS",,,,,y,4470
104506,33644B,CAUCHO OLLA EXPRESS TRANSPARENTE SILICONADO,,,,HOGAR-CONSTRUCCION,SERVI  OSTER,,,,,,,y,,,1200.0,1700,,,,,,y,,n,50.0,,,,,,,,,,,,,,,,"OLLA EXPRES,OLLAS",,,,,y,4469
104474,33635,BOMBA FUMIGADORA JARDIN 1.LT,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,0.0,11000,,,,,,y,,n,2.0,,,,,,,,,,,,,,,,,,,,,y,4468
104473,P31976,PINTURA T.2 PROQUIMITEC VERDE MANZANA-CUÑETE,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,115745.0,122000,,,,,,y,,n,2.0,,,,,,,,,,,,,,,,PINTURA T.2,,,,,y,4467
104472,33632,BATERIA ALUMINIO 10PZ UNIVERSAL,,,,HOGAR-CONSTRUCCION,LANDERS Y CIA SAS,,,,,,,y,,,96000.0,110000,,,,,,y,,n,4.0,,,,,,,,,,,,,,,,OLLAS,,,,,y,4466
104471,33629,TERMO UNIVERSAL 1LT.,,,,HOGAR-CONSTRUCCION,LANDERS Y CIA SAS,,,,,,,y,,,20384.0,24000,,,,,,,,n,23.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,4465
104470,33626,ESCALERA MULTIPOSICIONES 4 X 3 ESCALONES,,,,HOGAR-CONSTRUCCION,DISTRIBUCIONES FERROELECTRICAS DE OCCIDENTE SAS,,,,,,,y,,,396322.0,475000,,,,,,y,,n,1.0,,,,,,,,,,,,,,,,,,,,,y,4464
104469,G11604,LINEA UDUKE PLUS TAPA BLANCA MODULO DOBLE  (x 10und),,,,HOGAR-CONSTRUCCION,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,0.0,550,,,,,,y,,n,110.0,,,,,,,,,,,,,,,,,,,,,y,4463
104468,11510,GRAMERA DIGITAL 300 KL BLUETOOHT INDUSTRIAL,,,,CABLES-ELECTRICOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,278649.0,300000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,,,,,,y,4462
104467,P29852,PINTURA T.1 PROQUIMITEC VERDE PRIMAVERAL - 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,,,n,21.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4461
104466,P31937,PINTURA T.1 PROQUIMITEC ROJO VIVO - 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,,,n,19.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4460
104465,P21374,PINTURA T.1 PROQUIMITEC AZUL MEDITERRANEO - 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,,,n,11.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4459
104464,33611,CAIMAN PARA CABLE INICIO 30AMP PAR,,,,CABLES-ELECTRICOS,CO  TOOLS,,,,,,,y,,,2300.0,3200,,,,,,y,,n,41.0,,,,,,,,,,,,,,,,,,,,,y,4458
104463,P3813,PINTURA T.1 PROQUIMITEC LILA - 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,9.0,,,,,,,,,,,,,,,,"LILA,PINTURA T.1",,,,CASA AZUL,y,4457
104462,P26051,PINTURA T.1 PROQUIMITEC VERDE CLARO -1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,6.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4456
104461,10062P,PINTURA T.1 PROQUIMITEC ROSA- 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,29.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4455
104460,P4869,PINTURA T.1 PROQUIMITEC NARANJA FUERTE - 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,25.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4454
104459,P430,PINTURA T.1 PROQUIMITEC CREMA 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,2.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4453
104458,20507P,PINTURA T.1 PROQUIMITEC BLANCO MANZANA 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,16.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4452
104457,P32021,PINTURA T.1 PROQUIMITEC BLANCO HUESO 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,20.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4451
104456,P78240,PINTURA T.1 PROQUIMITEC BLANCO ALMENDRA 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,11.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4450
104455,P10006,PINTURA T.1 PROQUIMITEC AZUL OCEANICO-1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,29.0,,,,,,,,,,,,,,,,"AZUL,PINTURA T.1",,,,CASA VERDE,y,4449
104454,32801P,PINTURA T.1 PROQUIMITEC AZUL CIELO 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,8.0,,,,,,,,,,,,,,,,"AZUL,PINTURA T.1",,,,CASA VERDE,y,4448
104453,25013P,PINTURA T.1 PROQUIMITEC AZUL CARIBE 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,21.0,,,,,,,,,,,,,,,,"AZUL,PINTURA T.1",,,,CASA VERDE,y,4447
104452,P32882,PINTURA T.1 PROQUIMITEC AMARILLO VIVO- 1/4,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,9141.0,11500,,,,,,y,,n,25.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4446
104451,33575C,TANQUE AGUA 2000LT POLINTER BICAPA,,,,HOGAR-CONSTRUCCION,POLINTER,,,,,,,y,,,634984.0,800000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,,,,,CASA VERDE,y,4445
104450,P33065,PINTURA T.1 PROQUIMITEC TURQUEZA-CUÑETE,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,153539.0,172000,,,,,,y,,n,1.0,,,,,,,,,,,,,,,,PINTURA T.1,,,,CASA VERDE,y,4444
104449,33575,ACRITEN 2001 X 200KG,,,,ABRASIVOS-ADHESIVOS,PQUIM SAS,,,,,,,y,,,8986.0,9000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,,,,,QUIMICO PINTURAS,y,4443
104448,33578,REPUESTO CARETA DE ESMERILAR,,,,PROTECION-VESTUARIO,CO  TOOLS,,,,,,,y,,,6800.0,8300,,,,,,y,,n,36.0,,,,,,,,,,,,,,,,,,,,ESTANTE:  - PISO: 3,y,4442
104447,33569,ALAMBRE NEXAN # 10,,,,CABLES-ELECTRICOS,GRUPO DEFA,,,,,,,y,,,2949.0,3550,,,,,,y,,n,30.0,,,,,,,,,,,,,,,,,,,,,y,4441
104446,33563,MINERAL ECONOMICO NEGRO EN BOLSA,,,,HOGAR-CONSTRUCCION,JOSE  GUERRERO,,,,,,,y,,,1000.0,1400,,,,,,y,,n,120.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 1 - PISO: 1,y,4440
104445,33566,MINERAL ECONOMICO BLANCO EN BOLSA,,,,HOGAR-CONSTRUCCION,JOSE  GUERRERO,,,,,,,y,,,1000.0,1400,,,,1400.0,1200.0,y,,n,95.0,,,,,,,,,,,,,,,,MINERAL,,,,ESTANTE: 1 - PISO: 1,y,4439
104444,33560,"REJILLA MALLA JUEGO X 2 ( 3"" Y 4"" )",,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,3405.0,4800,,,,,,y,,n,263.0,,,,,,,,,,,,,,,,,,,,ESTAMTE: 19 - PISO: 2,y,4438
104443,33536,LINEA TROEN TOMA CORRIENTE DOBLE FINO  (x 10und),,,,CABLES-ELECTRICOS,PROVEEDORES  VARIOS,,,,,,,y,,,4231.0,5750,,,,,,,,n,158.0,5.0,,,,,,,,,,,,,,,,,,,ESTAMTE: 16 - PISO: 2,y,4437
104442,33542,LINEA TROEN TOMA + SWICH FINO  (x 10und),,,,CABLES-ELECTRICOS,PROVEEDORES  VARIOS,,,,,,,y,,,3085.0,5950,,,,,,,,n,349.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 1 - PISO: 1,y,4436
104441,33539,LINEA TROEN SWICHE SENCILLO FINO  (x 10und),,,,CABLES-ELECTRICOS,PROVEEDORES  VARIOS,,,,,,,y,,,4200.0,4200,,,,,,,,n,154.0,5.0,,,,,,,,,,,,,,,SWITCHE,,,,ESTANTE: 15 - PISO: 2,y,4435
104440,33524,REGISTRO DUCHA AQUAFINA DIAMANTE C/RAPIDO,,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,17483.0,23600,,,,,,,,n,58.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 19 - PISO: 2,y,4434
104439,33521,REGISTRO DUCHA AQUAFINA CIERRE NORMAL,,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,12604.0,20000,,,,,,y,,n,76.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 19 - PISO: 2,y,4433
104438,33533,PULPO X 3 PZ ( 40CM -60CM -90CM),,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,3614.0,5000,,,,,,y,,n,19.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,4432
104437,33527,PISTOLA CALAFETEO PASTA SECURITY,,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,7714.0,10500,,,,,,,,n,57.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 32 - PISO: 3,y,4431
104436,33515,OLLA EXPRESS 6LT + SET SARTEN X 3PZ UNIVERSAL,,,,HOGAR-CONSTRUCCION,LANDERS Y CIA SAS,,,,,,,y,,,104020.0,128000,,,,,,y,,n,6.0,5.0,,,,,,,,,,,,,,,,,,,SALA VENTAS,y,4430
104435,33518,OLLA EXPRESS 4LT + CALDERO 20CM UNIVERSAL,,,,HOGAR-CONSTRUCCION,LANDERS Y CIA SAS,,,,,,,y,,,89899.0,110000,,,,,,y,,n,0.0,5.0,,,,,,,,,,,,,,,,,,,SALA VENTAS,y,4429
104434,33509,MINERAL ECONOMICO ROJO EN BOLSA,,,,HOGAR-CONSTRUCCION,JOSE  GUERRERO,,,,,,,y,,,1000.0,1400,,,,,,y,,n,116.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 1 - PISO: 1,y,4428
104433,33512,MINERAL ECONOMICO AZUL EN BOLSA,,,,HOGAR-CONSTRUCCION,JOSE  GUERRERO,,,,,,,y,,,1000.0,1400,,,,,,y,,n,124.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 1 - PISO: 1,y,4427
104432,33545,MEZCLADOR LAVAPLATOS SEVIA NEGRO,,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,24214.0,37000,,,,,,y,,n,37.0,5.0,,,,,,,,,,,,,,,LAVAPLATOS,,,,ESTANTE: 21 - PISO: 2,y,4426
104431,33548,MEZCLADOR LAVAPLATOS COMPLETO BRICKELL,,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,,,40245.0,53200,,,,,,,,n,0.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 22 - PISO: 2,y,4425
104430,33551,LIJA BRICKELL # 60 X 50 UND,,,,ABRASIVOS-ADHESIVOS,PROVEEDORES  VARIOS,,,,,,,y,,,361.0,650,,,,,,,,n,910.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 24- PISO: 3,y,4424
104429,33557,LIJA BRICKELL # 150 X 50 UND,,,,ABRASIVOS-ADHESIVOS,PROVEEDORES  VARIOS,,,,,,,y,,,343.0,650,,,,,,y,,n,713.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 24- PISO: 3,y,4423
104428,33554,LIJA BRICKELL # 100 X 50 UND,,,,ABRASIVOS-ADHESIVOS,PROVEEDORES  VARIOS,,,,,,,y,,,343.0,650,,,,,,y,,n,930.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 24- PISO: 3,y,4422
104427,33530,COPA TALADRO X 4PZ( 7/16- 1/4- 5/16- 3/8),,,,HERRAMIENTAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,3959.0,5600,,,,,,y,,n,134.0,5.0,,,,,,,,,,,,,,,,,,,ESTANTE: 36- PISO: 3,y,4421
104426,33506,CEMENTO ASFALTICO,,,,HOGAR-CONSTRUCCION,FERRETERIA HERMANOS BASTIDAS J,,,,,,,y,,,15938.0,20000,,,,,,y,,n,1.0,,,,,,,,,,,,,,,,,,,,CASA VERDE,y,4420
104425,33503,MATERA DIAMANTE (COLORES),,,,HOGAR-CONSTRUCCION,TUBOFLEX,,,,,,,y,,,6500.0,8500,,,,,,y,,n,45.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 4- PISO: 1,y,4419
104424,33500,VARILLA 8 MM NOVACERO,,,,HOGAR-CONSTRUCCION,FERRETERIA HERMANOS BASTIDAS J,,,,,,,y,,,12700.0,13500,,,,,,y,,n,5.0,,,,,,,,,,,,,,,,VARILLA,,,,CASA VERDE,y,4418
104423,33497,VARILLA 12 MM XIN LONG NORMA,,,,HOGAR-CONSTRUCCION,FERRETERIA HERMANOS BASTIDAS J,,,,,,,y,,,22800.0,23800,,,,,,,,n,160.0,,,INACTIVO,,,,,,,,,,,,,VARILLA,,,,CASA VERDE,y,4417
104422,33494,BISAGRA GOLPE COBRIZADA PAR,,,,CERRADURAS,DISTRIBUCIONES FERROELECTRICOS RESTREPO SAS,,,,,,,y,,,1799.0,2500,,,,,,y,,n,81.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 25 - PISO: 3,y,4416
104421,33488,SOLDADURA ESTAÑO 30 GRAMOS CARRETO,,,,CABLES-ELECTRICOS,DISTRIMPORTACIONES  UNIVERSAL,,,,,,,y,,,2600.0,3250,,,,,,y,,n,2.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 16 - PISO: 2,y,4415
104420,33485,CABLE DVD 3X3 OSBLACK FINO 3MT,,,,CABLES-ELECTRICOS,OSBLACK IMPORTACIONES Y EXPORTACIONES,,,,,,,y,,,1850.0,2500,,,,,,y,,n,42.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 3- PISO: 2,y,4414
104419,33482,"BROCHA MONA 5"" UDUKE  (x 12und)",,,,HOGAR-CONSTRUCCION,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,5519.0,6700,,,,,,y,,n,59.0,,,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4413
104418,33479,"BROCHA MONA 2"" UDUKE  (x 12und)",,,,HOGAR-CONSTRUCCION,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1524.0,2000,,,,,,y,,n,638.0,,,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4412
104417,A00189,KAOLIN ALTO DESEMPEÑO SACO,,,,QUIMICOS-PROQUIMITEC,,,,,,,,y,y,,3697.0,4400,,,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,,,4411
104416,33476,TUBO CONDUIT S/P GRIS 1/2X3 MTS,,,,HOGAR-CONSTRUCCION,WILLINTON  TUBOS,,,,,,,y,,,1700.0,2900,,,,3000.0,2900.0,y,,n,5603.0,,,,,,,,,,,,,,,,TUBO CONDUIT,,,,PARQUEADERO,y,4410
104415,33467,"BROCHA MONA 4"" UDUKE  (x 12und)",,,,HERRAMIENTAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,0.0,4000,,,,4485.0,4000.0,y,,n,157.0,5.0,100.0,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4409
104414,33464,"BROCHA MONA 3"" UDUKE  (x 12und)",,,,HERRAMIENTAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,2417.0,2500,,,,2875.0,,y,,n,214.0,5.0,100.0,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4408
104413,33461,BROCHA MONA 2 1/2 UDUKE  (x 12und),,,,HERRAMIENTAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1806.0,2400,,,,2530.0,,y,,n,443.0,5.0,100.0,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4407
104412,33455,"BROCHA MONA 1"" UDUKE  (x 12und)",,,,HERRAMIENTAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,908.0,1300,,,,1380.0,,y,,n,420.0,5.0,100.0,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4406
104411,33458,BROCHA MONA 1 1/2 UDUKE  (x 12und),,,,HERRAMIENTAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1125.0,1500,,,,1553.0,,y,,n,681.0,5.0,100.0,,,,,,,,,,,,,,BROCHAS,,,,ESTANTE: 22 - PISO: 3,y,4405
104410,3GF20,INDOL WET 70 X 20KG,,,,QUIMICOS-PROQUIMITEC,,,,,,,,y,,,0.0,15000,,,,,,y,,n,0.0,,,,,,,,,,,,,,,,,,,,VARIOS - PISO: 1,,4404
